Zeitraum,Menge HT (kWh),Menge NT (kWh),Menge Total (kWh),Maximale Leistung (kW)
03.01.2023 07:00 - 07:15,0.04699999839067459,0,0.04699999839067459,0.18799999356269836
03.01.2023 07:15 - 07:30,0.041999999433755875,0,0.041999999433755875,0.1679999977350235
03.01.2023 07:30 - 07:45,0.03200000151991844,0,0.03200000151991844,0.12800000607967377
03.01.2023 07:45 - 08:00,0.02199999988079071,0,0.02199999988079071,0.08799999952316284
03.01.2023 08:00 - 08:15,0.03200000151991844,0,0.03200000151991844,0.12800000607967377
03.01.2023 08:15 - 08:30,0.027000000700354576,0,0.027000000700354576,0.1080000028014183
03.01.2023 08:30 - 08:45,0.039000000804662704,0,0.039000000804662704,0.15600000321865082
03.01.2023 08:45 - 09:00,0.035999998450279236,0,0.035999998450279236,0.14399999380111694
03.01.2023 09:00 - 09:15,0.03200000151991844,0,0.03200000151991844,0.12800000607967377
03.01.2023 09:15 - 09:30,0.03099999949336052,0,0.03099999949336052,0.12399999797344208
03.01.2023 09:30 - 09:45,0.020999999716877937,0,0.020999999716877937,0.08399999886751175
03.01.2023 09:45 - 10:00,0.035999998450279236,0,0.035999998450279236,0.14399999380111694
03.01.2023 10:00 - 10:15,0.02199999988079071,0,0.02199999988079071,0.08799999952316284
03.01.2023 10:15 - 10:30,0.029999999329447746,0,0.029999999329447746,0.11999999731779099
03.01.2023 10:30 - 10:45,0.023000000044703484,0,0.023000000044703484,0.09200000017881393
03.01.2023 10:45 - 11:00,0.017999999225139618,0,0.017999999225139618,0.07199999690055847
03.01.2023 11:00 - 11:15,0.032999999821186066,0,0.032999999821186066,0.13199999928474426
03.01.2023 11:15 - 11:30,0.04899999871850014,0,0.04899999871850014,0.19599999487400055
03.01.2023 11:30 - 11:45,0.22499999403953552,0,0.22499999403953552,0.8999999761581421
03.01.2023 11:45 - 12:00,0.49900001287460327,0,0.49900001287460327,1.996000051498413
03.01.2023 12:00 - 12:15,0.11599999666213989,0,0.11599999666213989,0.46399998664855957
03.01.2023 12:15 - 12:30,0.125,0,0.125,0.5
03.01.2023 12:30 - 12:45,0.11900000274181366,0,0.11900000274181366,0.47600001096725464
03.01.2023 12:45 - 13:00,0.12399999797344208,0,0.12399999797344208,0.4959999918937683
03.01.2023 13:00 - 13:15,0.13899999856948853,0,0.13899999856948853,0.5559999942779541
03.01.2023 13:15 - 13:30,0.15600000321865082,0,0.15600000321865082,0.6240000128746033
03.01.2023 13:30 - 13:45,0.1720000058412552,0,0.1720000058412552,0.6880000233650208
03.01.2023 13:45 - 14:00,0.16200000047683716,0,0.16200000047683716,0.6480000019073486
03.01.2023 14:00 - 14:15,0.1420000046491623,0,0.1420000046491623,0.5680000185966492
03.01.2023 14:15 - 14:30,0.1420000046491623,0,0.1420000046491623,0.5680000185966492
03.01.2023 14:30 - 14:45,0.16300000250339508,0,0.16300000250339508,0.6520000100135803
03.01.2023 14:45 - 15:00,0.20200000703334808,0,0.20200000703334808,0.8080000281333923
03.01.2023 15:00 - 15:15,0.21699999272823334,0,0.21699999272823334,0.8679999709129333
03.01.2023 15:15 - 15:30,0.13099999725818634,0,0.13099999725818634,0.5239999890327454
03.01.2023 15:30 - 15:45,0.05900000035762787,0,0.05900000035762787,0.23600000143051147
03.01.2023 15:45 - 16:00,0.06700000166893005,0,0.06700000166893005,0.2680000066757202
03.01.2023 16:00 - 16:15,0.061000000685453415,0,0.061000000685453415,0.24400000274181366
03.01.2023 16:15 - 16:30,0.03500000014901161,0,0.03500000014901161,0.14000000059604645
03.01.2023 16:30 - 16:45,0.032999999821186066,0,0.032999999821186066,0.13199999928474426
03.01.2023 16:45 - 17:00,0.04899999871850014,0,0.04899999871850014,0.19599999487400055
03.01.2023 17:00 - 17:15,0.0560000017285347,0,0.0560000017285347,0.2240000069141388
03.01.2023 17:15 - 17:30,0.03500000014901161,0,0.03500000014901161,0.14000000059604645
03.01.2023 17:30 - 17:45,0.032999999821186066,0,0.032999999821186066,0.13199999928474426
03.01.2023 17:45 - 18:00,0.03500000014901161,0,0.03500000014901161,0.14000000059604645
03.01.2023 18:00 - 18:15,0.04600000008940697,0,0.04600000008940697,0.18400000035762787
03.01.2023 18:15 - 18:30,0.05700000002980232,0,0.05700000002980232,0.2280000001192093
03.01.2023 18:30 - 18:45,0.3100000023841858,0,0.3100000023841858,1.2400000095367432
03.01.2023 18:45 - 19:00,0.48899999260902405,0,0.48899999260902405,1.9559999704360962
03.01.2023 19:00 - 19:15,0.3499999940395355,0,0.3499999940395355,1.399999976158142
03.01.2023 19:15 - 19:30,0.3319999873638153,0,0.3319999873638153,1.3279999494552612
03.01.2023 19:30 - 19:45,0.4399999976158142,0,0.4399999976158142,1.7599999904632568
03.01.2023 19:45 - 20:00,0.15600000321865082,0,0.15600000321865082,0.6240000128746033
03.01.2023 20:00 - 20:15,0.1599999964237213,0,0.1599999964237213,0.6399999856948853
03.01.2023 20:15 - 20:30,0.3070000112056732,0,0.3070000112056732,1.2280000448226929
03.01.2023 20:30 - 20:45,0.17599999904632568,0,0.17599999904632568,0.7039999961853027
03.01.2023 20:45 - 21:00,0.07699999958276749,0,0.07699999958276749,0.30799999833106995
03.01.2023 21:00 - 21:15,0.08100000023841858,0,0.08100000023841858,0.3240000009536743
03.01.2023 21:15 - 21:30,0.0820000022649765,0,0.0820000022649765,0.328000009059906
03.01.2023 21:30 - 21:45,0.07000000029802322,0,0.07000000029802322,0.2800000011920929
03.01.2023 21:45 - 22:00,0.07599999755620956,0,0.07599999755620956,0.30399999022483826
03.01.2023 22:00 - 22:15,0,0.06800000369548798,0.06800000369548798,0.2720000147819519
03.01.2023 22:15 - 22:30,0,0.06400000303983688,0.06400000303983688,0.25600001215934753
03.01.2023 22:30 - 22:45,0,0.035999998450279236,0.035999998450279236,0.14399999380111694
03.01.2023 22:45 - 23:00,0,0.019999999552965164,0.019999999552965164,0.07999999821186066
03.01.2023 23:00 - 23:15,0,0.029999999329447746,0.029999999329447746,0.11999999731779099
03.01.2023 23:15 - 23:30,0,0.05299999937415123,0.05299999937415123,0.21199999749660492
03.01.2023 23:30 - 23:45,0,0.03099999949336052,0.03099999949336052,0.12399999797344208
03.01.2023 23:45 - 00:00,0,0.02199999988079071,0.02199999988079071,0.08799999952316284
04.01.2023 00:00 - 00:15,0,0.01600000075995922,0.01600000075995922,0.06400000303983688
04.01.2023 00:15 - 00:30,0,0.026000000536441803,0.026000000536441803,0.10400000214576721
04.01.2023 00:30 - 00:45,0,0.039000000804662704,0.039000000804662704,0.15600000321865082
04.01.2023 00:45 - 01:00,0,0.04100000113248825,0.04100000113248825,0.164000004529953
04.01.2023 01:00 - 01:15,0,0.02500000037252903,0.02500000037252903,0.10000000149011612
04.01.2023 01:15 - 01:30,0,0.024000000208616257,0.024000000208616257,0.09600000083446503
04.01.2023 01:30 - 01:45,0,0.03099999949336052,0.03099999949336052,0.12399999797344208
04.01.2023 01:45 - 02:00,0,0.020999999716877937,0.020999999716877937,0.08399999886751175
04.01.2023 02:00 - 02:15,0,0.017999999225139618,0.017999999225139618,0.07199999690055847
04.01.2023 02:15 - 02:30,0,0.03799999877810478,0.03799999877810478,0.15199999511241913
04.01.2023 02:30 - 02:45,0,0.04100000113248825,0.04100000113248825,0.164000004529953
04.01.2023 02:45 - 03:00,0,0.024000000208616257,0.024000000208616257,0.09600000083446503
04.01.2023 03:00 - 03:15,0,0.01600000075995922,0.01600000075995922,0.06400000303983688
04.01.2023 03:15 - 03:30,0,0.017000000923871994,0.017000000923871994,0.06800000369548798
04.01.2023 03:30 - 03:45,0,0.02500000037252903,0.02500000037252903,0.10000000149011612
04.01.2023 03:45 - 04:00,0,0.04600000008940697,0.04600000008940697,0.18400000035762787
04.01.2023 04:00 - 04:15,0,0.01600000075995922,0.01600000075995922,0.06400000303983688
04.01.2023 04:15 - 04:30,0,0.01600000075995922,0.01600000075995922,0.06400000303983688
04.01.2023 04:30 - 04:45,0,0.019999999552965164,0.019999999552965164,0.07999999821186066
04.01.2023 04:45 - 05:00,0,0.028999999165534973,0.028999999165534973,0.11599999666213989
04.01.2023 05:00 - 05:15,0,0.019999999552965164,0.019999999552965164,0.07999999821186066
04.01.2023 05:15 - 05:30,0,0.023000000044703484,0.023000000044703484,0.09200000017881393
04.01.2023 05:30 - 05:45,0,0.04100000113248825,0.04100000113248825,0.164000004529953
04.01.2023 05:45 - 06:00,0,0.04899999871850014,0.04899999871850014,0.19599999487400055
04.01.2023 06:00 - 06:15,0,0.02800000086426735,0.02800000086426735,0.1120000034570694
04.01.2023 06:15 - 06:30,0,0.04500000178813934,0.04500000178813934,0.18000000715255737
04.01.2023 06:30 - 06:45,0,0.14300000667572021,0.14300000667572021,0.5720000267028809
04.01.2023 06:45 - 07:00,0,0.07100000232458115,0.07100000232458115,0.2840000092983246
04.01.2023 07:00 - 07:15,0.04899999871850014,0,0.04899999871850014,0.19599999487400055
04.01.2023 07:15 - 07:30,0.01600000075995922,0,0.01600000075995922,0.06400000303983688
04.01.2023 07:30 - 07:45,0.01600000075995922,0,0.01600000075995922,0.06400000303983688
04.01.2023 07:45 - 08:00,0.019999999552965164,0,0.019999999552965164,0.07999999821186066
04.01.2023 08:00 - 08:15,0.028999999165534973,0,0.028999999165534973,0.11599999666213989
04.01.2023 08:15 - 08:30,0.02800000086426735,0,0.02800000086426735,0.1120000034570694
04.01.2023 08:30 - 08:45,0.03700000047683716,0,0.03700000047683716,0.14800000190734863
04.01.2023 08:45 - 09:00,0.032999999821186066,0,0.032999999821186066,0.13199999928474426
04.01.2023 09:00 - 09:15,0.029999999329447746,0,0.029999999329447746,0.11999999731779099
04.01.2023 09:15 - 09:30,0.02500000037252903,0,0.02500000037252903,0.10000000149011612
04.01.2023 09:30 - 09:45,0.01600000075995922,0,0.01600000075995922,0.06400000303983688
04.01.2023 09:45 - 10:00,0.029999999329447746,0,0.029999999329447746,0.11999999731779099
04.01.2023 10:00 - 10:15,0.026000000536441803,0,0.026000000536441803,0.10400000214576721
04.01.2023 10:15 - 10:30,0.028999999165534973,0,0.028999999165534973,0.11599999666213989
04.01.2023 10:30 - 10:45,0.017000000923871994,0,0.017000000923871994,0.06800000369548798
04.01.2023 10:45 - 11:00,0.01600000075995922,0,0.01600000075995922,0.06400000303983688
04.01.2023 11:00 - 11:15,0.01899999938905239,0,0.01899999938905239,0.07599999755620956
04.01.2023 11:15 - 11:30,0.05000000074505806,0,0.05000000074505806,0.20000000298023224
04.01.2023 11:30 - 11:45,0.5429999828338623,0,0.5429999828338623,2.171999931335449
04.01.2023 11:45 - 12:00,0.6420000195503235,0,0.6420000195503235,2.568000078201294
04.01.2023 12:00 - 12:15,0.5590000152587891,0,0.5590000152587891,2.2360000610351562
04.01.2023 12:15 - 12:30,0.16599999368190765,0,0.16599999368190765,0.6639999747276306
04.01.2023 12:30 - 12:45,0.15199999511241913,0,0.15199999511241913,0.6079999804496765
04.01.2023 12:45 - 13:00,0.10000000149011612,0,0.10000000149011612,0.4000000059604645
04.01.2023 13:00 - 13:15,0.32199999690055847,0,0.32199999690055847,1.2879999876022339
04.01.2023 13:15 - 13:30,0.37400001287460327,0,0.37400001287460327,1.496000051498413
04.01.2023 13:30 - 13:45,0.296999990940094,0,0.296999990940094,1.187999963760376
04.01.2023 13:45 - 14:00,0.24799999594688416,0,0.24799999594688416,0.9919999837875366
04.01.2023 14:00 - 14:15,0.14000000059604645,0,0.14000000059604645,0.5600000023841858
04.01.2023 14:15 - 14:30,0.13500000536441803,0,0.13500000536441803,0.5400000214576721
04.01.2023 14:30 - 14:45,0.11999999731779099,0,0.11999999731779099,0.47999998927116394
04.01.2023 14:45 - 15:00,0.12200000137090683,0,0.12200000137090683,0.4880000054836273
04.01.2023 15:00 - 15:15,0.0989999994635582,0,0.0989999994635582,0.3959999978542328
04.01.2023 15:15 - 15:30,0.0989999994635582,0,0.0989999994635582,0.3959999978542328
04.01.2023 15:30 - 15:45,0.11100000143051147,0,0.11100000143051147,0.4440000057220459
04.01.2023 15:45 - 16:00,0.1080000028014183,0,0.1080000028014183,0.4320000112056732
04.01.2023 16:00 - 16:15,0.11699999868869781,0,0.11699999868869781,0.46799999475479126
04.01.2023 16:15 - 16:30,0.11800000071525574,0,0.11800000071525574,0.47200000286102295
04.01.2023 16:30 - 16:45,0.1679999977350235,0,0.1679999977350235,0.671999990940094
04.01.2023 16:45 - 17:00,0.25099998712539673,0,0.25099998712539673,1.003999948501587
04.01.2023 17:00 - 17:15,0.2409999966621399,0,0.2409999966621399,0.9639999866485596
04.01.2023 17:15 - 17:30,0.2639999985694885,0,0.2639999985694885,1.055999994277954
04.01.2023 17:30 - 17:45,0.2529999911785126,0,0.2529999911785126,1.0119999647140503
04.01.2023 17:45 - 18:00,0.27900001406669617,0,0.27900001406669617,1.1160000562667847
04.01.2023 18:00 - 18:15,0.621999979019165,0,0.621999979019165,2.48799991607666
04.01.2023 18:15 - 18:30,0.25099998712539673,0,0.25099998712539673,1.003999948501587
04.01.2023 18:30 - 18:45,0.16699999570846558,0,0.16699999570846558,0.6679999828338623
04.01.2023 18:45 - 19:00,0.17100000381469727,0,0.17100000381469727,0.6840000152587891
04.01.2023 19:00 - 19:15,0.19900000095367432,0,0.19900000095367432,0.7960000038146973
04.01.2023 19:15 - 19:30,0.17900000512599945,0,0.17900000512599945,0.7160000205039978
04.01.2023 19:30 - 19:45,0.17299999296665192,0,0.17299999296665192,0.6919999718666077
04.01.2023 19:45 - 20:00,0.18400000035762787,0,0.18400000035762787,0.7360000014305115
04.01.2023 20:00 - 20:15,0.47600001096725464,0,0.47600001096725464,1.9040000438690186
04.01.2023 20:15 - 20:30,0.3160000145435333,0,0.3160000145435333,1.2640000581741333
04.01.2023 20:30 - 20:45,0.16300000250339508,0,0.16300000250339508,0.6520000100135803
04.01.2023 20:45 - 21:00,0.15299999713897705,0,0.15299999713897705,0.6119999885559082
04.01.2023 21:00 - 21:15,0.3149999976158142,0,0.3149999976158142,1.2599999904632568
04.01.2023 21:15 - 21:30,0.15600000321865082,0,0.15600000321865082,0.6240000128746033
04.01.2023 21:30 - 21:45,0.13300000131130219,0,0.13300000131130219,0.5320000052452087
04.01.2023 21:45 - 22:00,0.13500000536441803,0,0.13500000536441803,0.5400000214576721
04.01.2023 22:00 - 22:15,0,0.1420000046491623,0.1420000046491623,0.5680000185966492
04.01.2023 22:15 - 22:30,0,0.11699999868869781,0.11699999868869781,0.46799999475479126
04.01.2023 22:30 - 22:45,0,0.07599999755620956,0.07599999755620956,0.30399999022483826
04.01.2023 22:45 - 23:00,0,0.07000000029802322,0.07000000029802322,0.2800000011920929
04.01.2023 23:00 - 23:15,0,0.06499999761581421,0.06499999761581421,0.25999999046325684
04.01.2023 23:15 - 23:30,0,0.06199999898672104,0.06199999898672104,0.24799999594688416
04.01.2023 23:30 - 23:45,0,0.05000000074505806,0.05000000074505806,0.20000000298023224
04.01.2023 23:45 - 00:00,0,0.06199999898672104,0.06199999898672104,0.24799999594688416
